AL3;Especie;Censo;CFR;NombreBuque;Matricula;Division;PaisCaptura;FcCaptura;HoraMinutos;Marea;FcSalida;FcRegreso;PuertoSalida;PuertoRegreso;Presentacion;Latitud;Longitud;IdArteUeAL3;Arte;ObservacionDesembarqueOrigen;ObservacionesProduccion;PesoDesembarcadoTotal;PesoDesembarcadoVivoTotal;PesoConsumoTotal;NumPiezasTotales
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE CALADERO NACIONAL;ESP000024186;OLEAJE;3FE-2-5-99;87.1.4;AGUAS INTERNACIONALES;2020-08-12;23:30;ESP-TRP-02418620200705212219;2020-07-05;2020-11-29;Vacamonte;Vacamonte;Eviscerado y descabezado;-12,6763;-108,4573;LLD;Palangre de superficie;NULL;NULL;802.76;1444.97;1444.97;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE CALADERO NACIONAL;ESP000024186;OLEAJE;3FE-2-5-99;87.1.4;AGUAS INTERNACIONALES;2020-10-22;6:0;ESP-TRP-02418620200705212219;2020-07-05;2020-11-29;Vacamonte;Vacamonte;Eviscerado y descabezado;-18,1873;-109,9482;LLD;Palangre de superficie;NULL;NULL;221.24;398.23;398.23;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE CALADERO NACIONAL;ESP000024186;OLEAJE;3FE-2-5-99;87.1.4;AGUAS INTERNACIONALES;2021-04-06;6:0;ESP-TRP-02418620210325170214;2021-03-25;2021-06-28;Vacamonte;Vacamonte;Eviscerado y descabezado;-12,2203;-93,6535;LLD;Palangre de superficie;NULL;NULL;301.31;542.36;542.36;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE CALADERO NACIONAL;ESP000024186;OLEAJE;3FE-2-5-99;87.1.4;AGUAS INTERNACIONALES;2021-04-08;6:0;ESP-TRP-02418620210325170214;2021-03-25;2021-06-28;Vacamonte;Vacamonte;Eviscerado y descabezado;-14,3505;-93,162;LLD;Palangre de superficie;NULL;NULL;155.81;280.46;280.46;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE CALADERO NACIONAL;ESP000024186;OLEAJE;3FE-2-5-99;87.1.4;AGUAS INTERNACIONALES;2021-04-18;22:53;ESP-TRP-02418620210325170214;2021-03-25;2021-06-28;Vacamonte;Vacamonte;Eviscerado y descabezado;-14,9983;-94,1825;LLD;Palangre de superficie;NULL;NULL;69.88;125.78;125.78;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE CALADERO NACIONAL;ESP000024186;OLEAJE;3FE-2-5-99;87.2.6;AGUAS INTERNACIONALES;2020-10-23;6:0;ESP-TRP-02418620200705212219;2020-07-05;2020-11-29;Vacamonte;Vacamonte;Eviscerado y descabezado;-18,7375;-110,031;LLD;Palangre de superficie;NULL;NULL;101.41;182.54;182.54;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE CALADERO NACIONAL;ESP000024186;OLEAJE;3FE-2-5-99;87.2.6;AGUAS INTERNACIONALES;2020-10-24;6:0;ESP-TRP-02418620200705212219;2020-07-05;2020-11-29;Vacamonte;Vacamonte;Eviscerado y descabezado;-18,8263;-109,7848;LLD;Palangre de superficie;NULL;NULL;846.76;1524.16;1524.16;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE CALADERO NACIONAL;ESP000024186;OLEAJE;3FE-2-5-99;87.2.6;AGUAS INTERNACIONALES;2020-10-26;6:0;ESP-TRP-02418620200705212219;2020-07-05;2020-11-29;Vacamonte;Vacamonte;Eviscerado y descabezado;-18,791;-108,9242;LLD;Palangre de superficie;NULL;NULL;424.79;764.62;764.62;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE CALADERO NACIONAL;ESP000024186;OLEAJE;3FE-2-5-99;87.2.6;AGUAS INTERNACIONALES;2020-10-27;6:0;ESP-TRP-02418620200705212219;2020-07-05;2020-11-29;Vacamonte;Vacamonte;Eviscerado y descabezado;-18,6883;-108,7702;LLD;Palangre de superficie;NULL;NULL;207.32;373.18;373.18;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE CALADERO NACIONAL;ESP000024186;OLEAJE;3FE-2-5-99;87.2.6;AGUAS INTERNACIONALES;2020-10-28;6:0;ESP-TRP-02418620200705212219;2020-07-05;2020-11-29;Vacamonte;Vacamonte;Eviscerado y descabezado;-18,6973;-108,779;LLD;Palangre de superficie;NULL;NULL;259.72;467.50;467.50;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.6;AGUAS INTERNACIONALES;2018-06-19;14:0;EA6754-20180606052352K;2018-06-06;2018-08-17;Durban;Durban;Eviscerado y descabezado;-28,9;42,3667;LLD;Palangre de superficie;NULL;NULL;43.90;90.00;90.00;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.6;AGUAS INTERNACIONALES;2018-06-20;14:50;EA6754-20180606052352K;2018-06-06;2018-08-17;Durban;Durban;Eviscerado y descabezado;-28,7;42,2;LLD;Palangre de superficie;NULL;NULL;43.90;90.00;90.00;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.6;AGUAS INTERNACIONALES;2018-06-23;13:50;EA6754-20180606052352K;2018-06-06;2018-08-17;Durban;Durban;Eviscerado y descabezado;-29,0333;42,6833;LLD;Palangre de superficie;NULL;NULL;146.33;299.98;299.98;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.6;AGUAS INTERNACIONALES;2018-06-26;15:15;EA6754-20180606052352K;2018-06-06;2018-08-17;Durban;Durban;Eviscerado y descabezado;-28,9667;42,0167;LLD;Palangre de superficie;NULL;NULL;156.09;319.98;319.98;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.6;AGUAS INTERNACIONALES;2018-06-28;15:15;EA6754-20180606052352K;2018-06-06;2018-08-17;Durban;Durban;Eviscerado y descabezado;-28,8333;42;LLD;Palangre de superficie;NULL;NULL;51.22;105.00;105.00;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.6;AGUAS INTERNACIONALES;2018-07-01;14:30;EA6754-20180606052352K;2018-06-06;2018-08-17;Durban;Durban;Eviscerado y descabezado;-29,8;44,1167;LLD;Palangre de superficie;NULL;NULL;39.02;79.99;79.99;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.6;AGUAS INTERNACIONALES;2018-07-04;12:30;EA6754-20180606052352K;2018-06-06;2018-08-17;Durban;Durban;Eviscerado y descabezado;-28,8333;40,6;LLD;Palangre de superficie;NULL;NULL;58.54;120.00;120.00;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.6;AGUAS INTERNACIONALES;2018-11-24;13:45;ESP-TRP-02240520181115065759;2018-11-15;2018-12-12;Durban;Durban;Eviscerado y descabezado;-29,4833;45,5833;LLD;Palangre de superficie;NULL;NULL;142.94;293.03;293.03;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.6;AGUAS INTERNACIONALES;2018-11-26;13:45;ESP-TRP-02240520181115065759;2018-11-15;2018-12-12;Durban;Durban;Eviscerado y descabezado;-29,4333;44,4833;LLD;Palangre de superficie;NULL;NULL;70.89;145.32;145.32;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.6;AGUAS INTERNACIONALES;2018-11-30;11:5;ESP-TRP-02240520181115065759;2018-11-15;2018-12-12;Durban;Durban;Eviscerado y descabezado;-27,2333;40,2667;LLD;Palangre de superficie;NULL;NULL;166.17;340.65;340.65;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2018-06-11;17:0;EA6754-20180606052352K;2018-06-06;2018-08-17;Durban;Durban;Eviscerado y descabezado;-28,9167;38,55;LLD;Palangre de superficie;NULL;NULL;31.70;64.98;64.98;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2018-06-13;12:50;EA6754-20180606052352K;2018-06-06;2018-08-17;Durban;Durban;Eviscerado y descabezado;-27,7667;39,4167;LLD;Palangre de superficie;NULL;NULL;24.87;50.98;50.98;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2018-06-14;12:50;EA6754-20180606052352K;2018-06-06;2018-08-17;Durban;Durban;Eviscerado y descabezado;-28,5833;39,0667;LLD;Palangre de superficie;NULL;NULL;46.33;94.98;94.98;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2018-07-05;14:0;EA6754-20180606052352K;2018-06-06;2018-08-17;Durban;Durban;Eviscerado y descabezado;-28,7667;39,2667;LLD;Palangre de superficie;NULL;NULL;51.21;104.98;104.98;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2018-07-06;13:35;EA6754-20180606052352K;2018-06-06;2018-08-17;Durban;Durban;Eviscerado y descabezado;-28,5333;39,3667;LLD;Palangre de superficie;NULL;NULL;9.75;19.99;19.99;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2018-07-17;13:10;EA6754-20180606052352K;2018-06-06;2018-08-17;Durban;Durban;Eviscerado y descabezado;-31,8;35;LLD;Palangre de superficie;NULL;NULL;63.41;129.99;129.99;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2018-07-18;14:0;EA6754-20180606052352K;2018-06-06;2018-08-17;Durban;Durban;Eviscerado y descabezado;-31,8333;34,4;LLD;Palangre de superficie;NULL;NULL;48.77;99.98;99.98;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2018-08-03;13:40;EA6754-20180606052352K;2018-06-06;2018-08-17;Durban;Durban;Eviscerado y descabezado;-29,2;38,8667;LLD;Palangre de superficie;NULL;NULL;29.26;59.98;59.98;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2018-08-04;14:50;EA6754-20180606052352K;2018-06-06;2018-08-17;Durban;Durban;Eviscerado y descabezado;-28,8333;39,45;LLD;Palangre de superficie;NULL;NULL;58.53;119.99;119.99;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2018-08-06;12:21;EA6754-20180606052352K;2018-06-06;2018-08-17;Durban;Durban;Eviscerado y descabezado;-27,3;39,1667;LLD;Palangre de superficie;NULL;NULL;24.39;50.00;50.00;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2018-08-10;12:40;EA6754-20180606052352K;2018-06-06;2018-08-17;Durban;Durban;Eviscerado y descabezado;-27,45;37,45;LLD;Palangre de superficie;NULL;NULL;243.87;499.93;499.93;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2018-08-13;14:24;EA6754-20180606052352K;2018-06-06;2018-08-17;Durban;Durban;Eviscerado y descabezado;-28,2667;36,6667;LLD;Palangre de superficie;NULL;NULL;43.91;90.02;90.02;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2018-11-18;12:0;ESP-TRP-02240520181115065759;2018-11-15;2018-12-12;Durban;Durban;Eviscerado y descabezado;-30,8833;37,3333;LLD;Palangre de superficie;NULL;NULL;39.01;79.97;79.97;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2018-12-03;11:5;ESP-TRP-02240520181115065759;2018-11-15;2018-12-12;Durban;Durban;Eviscerado y descabezado;-27,2833;39,9833;LLD;Palangre de superficie;NULL;NULL;19.99;40.98;40.98;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2019-02-26;14:15;ESP-TRP-02240520190219071855;2019-02-19;2019-04-18;Durban;Durban;Eviscerado y descabezado;-32,6833;36,1167;LLD;Palangre de superficie;NULL;NULL;80.00;164.00;164.00;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2019-03-06;14:4;ESP-TRP-02240520190219071855;2019-02-19;2019-04-18;Durban;Durban;Eviscerado y descabezado;-32,5667;37,0333;LLD;Palangre de superficie;NULL;NULL;20.00;41.00;41.00;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2019-04-27;12:17;ESP-TRP-02240520190425061141;2019-04-25;2019-07-04;Durban;Durban;Eviscerado y descabezado;-28,75;37,3333;LLD;Palangre de superficie;NULL;NULL;29.74;60.97;60.97;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2019-05-01;13:40;ESP-TRP-02240520190425061141;2019-04-25;2019-07-04;Durban;Durban;Eviscerado y descabezado;-29,25;36,9;LLD;Palangre de superficie;NULL;NULL;40.95;83.95;83.95;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2019-05-02;12:35;ESP-TRP-02240520190425061141;2019-04-25;2019-07-04;Durban;Durban;Eviscerado y descabezado;-29,4833;36,7667;LLD;Palangre de superficie;NULL;NULL;19.99;40.98;40.98;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2019-05-03;13:35;ESP-TRP-02240520190425061141;2019-04-25;2019-07-04;Durban;Durban;Eviscerado y descabezado;-29,15;37,6333;LLD;Palangre de superficie;NULL;NULL;59.96;122.92;122.92;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2019-05-04;14:10;ESP-TRP-02240520190425061141;2019-04-25;2019-07-04;Durban;Durban;Eviscerado y descabezado;-28,5;38,1167;LLD;Palangre de superficie;NULL;NULL;24.86;50.96;50.96;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2019-05-06;14:10;ESP-TRP-02240520190425061141;2019-04-25;2019-07-04;Durban;Durban;Eviscerado y descabezado;-27,8167;38,3;LLD;Palangre de superficie;NULL;NULL;15.60;31.98;31.98;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2019-05-07;13:25;ESP-TRP-02240520190425061141;2019-04-25;2019-07-04;Durban;Durban;Eviscerado y descabezado;-28,3667;37,7333;LLD;Palangre de superficie;NULL;NULL;69.70;142.88;142.88;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2019-05-08;11:5;ESP-TRP-02240520190425061141;2019-04-25;2019-07-04;Durban;Durban;Eviscerado y descabezado;-29,05;36,7333;LLD;Palangre de superficie;NULL;NULL;14.62;29.97;29.97;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2019-05-09;14:25;ESP-TRP-02240520190425061141;2019-04-25;2019-07-04;Durban;Durban;Eviscerado y descabezado;-29,5167;37,3667;LLD;Palangre de superficie;NULL;NULL;9.75;19.99;19.99;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2019-05-10;13:55;ESP-TRP-02240520190425061141;2019-04-25;2019-07-04;Durban;Durban;Eviscerado y descabezado;-30,15;36,7333;LLD;Palangre de superficie;NULL;NULL;24.86;50.96;50.96;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000022405;FRANIVAN;3CU-1-1-92;51.8;AGUAS INTERNACIONALES;2019-05-11;13:45;ESP-TRP-02240520190425061141;2019-04-25;2019-07-04;Durban;Durban;Eviscerado y descabezado;-30,1667;36,2167;LLD;Palangre de superficie;NULL;NULL;39.97;81.94;81.94;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.6;AGUAS INTERNACIONALES;2018-07-14;12:50;ECFB-20180603114659Q;2018-06-03;2018-08-30;Durban;Durban;Eviscerado y descabezado;-29,55;44,4167;LLD;Palangre de superficie;NULL;NULL;101.88;208.86;208.86;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.6;AGUAS INTERNACIONALES;2018-07-15;12:35;ECFB-20180603114659Q;2018-06-03;2018-08-30;Durban;Durban;Eviscerado y descabezado;-29,4;44,2667;LLD;Palangre de superficie;NULL;NULL;50.21;102.93;102.93;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.6;AGUAS INTERNACIONALES;2018-07-18;14:25;ECFB-20180603114659Q;2018-06-03;2018-08-30;Durban;Durban;Eviscerado y descabezado;-29,6167;42,8667;LLD;Palangre de superficie;NULL;NULL;58.01;118.92;118.92;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.6;AGUAS INTERNACIONALES;2018-07-23;13:40;ECFB-20180603114659Q;2018-06-03;2018-08-30;Durban;Durban;Eviscerado y descabezado;-29,6333;43,8;LLD;Palangre de superficie;NULL;NULL;55.08;112.91;112.91;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.6;AGUAS INTERNACIONALES;2018-07-27;14:0;ECFB-20180603114659Q;2018-06-03;2018-08-30;Durban;Durban;Eviscerado y descabezado;-29,1667;43,5667;LLD;Palangre de superficie;NULL;NULL;58.01;118.92;118.92;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.6;AGUAS INTERNACIONALES;2018-07-30;14:15;ECFB-20180603114659Q;2018-06-03;2018-08-30;Durban;Durban;Eviscerado y descabezado;-28,9;43,3833;LLD;Palangre de superficie;NULL;NULL;50.21;102.93;102.93;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.6;AGUAS INTERNACIONALES;2018-07-31;13:30;ECFB-20180603114659Q;2018-06-03;2018-08-30;Durban;Durban;Eviscerado y descabezado;-28,9333;43,5;LLD;Palangre de superficie;NULL;NULL;46.80;95.94;95.94;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.6;AGUAS INTERNACIONALES;2018-08-05;15:10;ECFB-20180603114659Q;2018-06-03;2018-08-30;Durban;Durban;Eviscerado y descabezado;-28,8833;43,9167;LLD;Palangre de superficie;NULL;NULL;46.80;95.94;95.94;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.6;AGUAS INTERNACIONALES;2018-10-05;14:35;ECFB-20180906072528U;2018-09-06;2018-12-07;Durban;Durban;Eviscerado y descabezado;-28,9812;47,4552;LLD;Palangre de superficie;NULL;NULL;18.84;38.62;38.62;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.6;AGUAS INTERNACIONALES;2018-10-06;14:30;ECFB-20180906072528U;2018-09-06;2018-12-07;Durban;Durban;Eviscerado y descabezado;-29,1572;47,532;LLD;Palangre de superficie;NULL;NULL;41.53;85.14;85.14;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.6;AGUAS INTERNACIONALES;2018-10-08;15:35;ECFB-20180906072528U;2018-09-06;2018-12-07;Durban;Durban;Eviscerado y descabezado;-29,0835;48,5948;LLD;Palangre de superficie;NULL;NULL;10.63;21.79;21.79;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.7;AGUAS INTERNACIONALES;2018-07-03;14:30;ECFB-20180603114659Q;2018-06-03;2018-08-30;Durban;Durban;Eviscerado y descabezado;-30,0167;41,8667;LLD;Palangre de superficie;NULL;NULL;55.01;112.77;112.77;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.7;AGUAS INTERNACIONALES;2018-07-04;16:48;ECFB-20180603114659Q;2018-06-03;2018-08-30;Durban;Durban;Eviscerado y descabezado;-30,5833;42,65;LLD;Palangre de superficie;NULL;NULL;55.01;112.77;112.77;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.7;AGUAS INTERNACIONALES;2018-07-05;15:5;ECFB-20180603114659Q;2018-06-03;2018-08-30;Durban;Durban;Eviscerado y descabezado;-30,3833;41,8167;LLD;Palangre de superficie;NULL;NULL;50.14;102.79;102.79;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.7;AGUAS INTERNACIONALES;2018-07-06;14:5;ECFB-20180603114659Q;2018-06-03;2018-08-30;Durban;Durban;Eviscerado y descabezado;-30,35;41,9;LLD;Palangre de superficie;NULL;NULL;99.78;204.54;204.54;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.7;AGUAS INTERNACIONALES;2018-07-09;15:35;ECFB-20180603114659Q;2018-06-03;2018-08-30;Durban;Durban;Eviscerado y descabezado;-31,0333;44,7333;LLD;Palangre de superficie;NULL;NULL;50.14;102.79;102.79;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.7;AGUAS INTERNACIONALES;2018-07-10;13:5;ECFB-20180603114659Q;2018-06-03;2018-08-30;Durban;Durban;Eviscerado y descabezado;-31,0167;44,1;LLD;Palangre de superficie;NULL;NULL;94.92;194.59;194.59;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.8;AGUAS INTERNACIONALES;2018-04-04;12:32;ECFB-20180301133044A;2018-03-01;2018-05-29;Mindelo;Durban;Eviscerado y descabezado;-34,55;32,3;LLD;Palangre de superficie;NULL;NULL;102.95;211.05;211.05;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.8;AGUAS INTERNACIONALES;2018-04-07;13:16;ECFB-20180301133044A;2018-03-01;2018-05-29;Mindelo;Durban;Eviscerado y descabezado;-34,7833;32,148;LLD;Palangre de superficie;NULL;NULL;46.85;96.04;96.04;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.8;AGUAS INTERNACIONALES;2018-04-18;13:41;ECFB-20180301133044A;2018-03-01;2018-05-29;Mindelo;Durban;Eviscerado y descabezado;-32,55;35,8;LLD;Palangre de superficie;NULL;NULL;50.26;103.03;103.03;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.8;AGUAS INTERNACIONALES;2018-04-20;13:55;ECFB-20180301133044A;2018-03-01;2018-05-29;Mindelo;Durban;Eviscerado y descabezado;-32,7333;34,45;LLD;Palangre de superficie;NULL;NULL;58.07;119.04;119.04;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.8;AGUAS INTERNACIONALES;2018-04-21;11:49;ECFB-20180301133044A;2018-03-01;2018-05-29;Mindelo;Durban;Eviscerado y descabezado;-32,9667;35,3667;LLD;Palangre de superficie;NULL;NULL;53.19;109.04;109.04;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.8;AGUAS INTERNACIONALES;2018-04-23;12:52;ECFB-20180301133044A;2018-03-01;2018-05-29;Mindelo;Durban;Eviscerado y descabezado;-32,6167;34,4167;LLD;Palangre de superficie;NULL;NULL;21.96;45.02;45.02;0
